time,target_perf_Hz,measured_perf_Hz,error_Hz,u_ff_W,correction_W,pcap_cmd_W,measured_power_W,Kp,Ki,Kd
1778468322.3511596,9.110189063045295,18.138642014822516,-9.02845295177722,83.11112785173829,-207.42975920329687,78.0,77.24098147184068,18.544678706038876,1.8544678706038877,0.0
1778468324.3511603,9.110189063045295,18.155968748569073,-9.045779685523778,83.11112785173829,-207.75107791365184,78.0,77.16373666435601,18.544678706038876,1.8544678706038877,0.0
1778468326.3511603,9.110189063045295,18.161812253318566,-9.05162319027327,83.11112785173829,-207.8594438317484,78.0,77.08107745574779,18.544678706038876,1.8544678706038877,0.0
1778468328.3511608,9.110189063045295,18.16434203422421,-9.054152971178913,83.11112785173829,-207.90635780584023,78.0,77.82372402168744,18.544678706038876,1.8544678706038877,0.0
1778468330.3511612,9.110189063045295,18.14076088526722,-9.030571822221924,83.11112785173829,-207.4690529749136,78.0,76.85098481211722,18.544678706038876,1.8544678706038877,0.0
1778468332.351162,9.110189063045295,18.152906183118724,-9.042717120073428,83.11112785173829,-207.6942836213589,78.0,77.62725985159273,18.544678706038876,1.8544678706038877,0.0
1778468334.351162,9.110189063045295,18.12653219850673,-9.016343135461435,83.11112785173829,-207.20518655053147,78.0,78.0427599344021,18.544678706038876,1.8544678706038877,0.0
1778468336.351162,9.110189063045295,18.09548466354382,-8.985295600498526,83.11112785173829,-206.62941999002982,78.0,79.44636507376401,18.544678706038876,1.8544678706038877,0.0
1778468338.351163,9.110189063045295,18.092012612883735,-8.98182354983844,83.11112785173829,-206.56503192608744,78.0,76.6745397822155,18.544678706038876,1.8544678706038877,0.0
1778468340.3511631,9.110189063045295,18.104055034118634,-8.993865971073339,83.11112785173829,-206.7883547587314,78.0,77.8939458285989,18.544678706038876,1.8544678706038877,0.0
1778468342.3511643,9.110189063045295,18.09228411853848,-8.982095055493184,83.11112785173829,-206.57006691122155,78.0,78.83786270037669,18.544678706038876,1.8544678706038877,0.0
1778468344.3511646,9.110189063045295,18.14571885814664,-9.035529795101345,83.11112785173829,-207.56099698899573,78.0,78.13619445183372,18.544678706038876,1.8544678706038877,0.0
1778468346.3511653,9.110189063045295,18.103789644245772,-8.993600581200477,83.11112785173829,-206.78343318880735,78.0,77.96798109908715,18.544678706038876,1.8544678706038877,0.0
1778468348.3511655,9.110189063045295,18.019221182468694,-8.909032119423399,83.11112785173829,-205.21513823648752,78.0,77.8232015079557,18.544678706038876,1.8544678706038877,0.0
